AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
18.0,3.0,18.0,5.0,4720.0,17.0,38.0,16.0,2.0,1.0,740.7925462631572,1,2019
22.0,5.0,16.0,5.0,9300.0,6.0,38.0,65.0,1.0,1.0,32409.673899013127,1,2019
53.0,1.0,16.0,5.0,4020.0,303.0,38.0,40.0,1.0,1.0,28890.90930426313,1,2019
18.0,4.0,18.0,5.0,5400.0,17.0,38.0,12.0,1.0,1.0,10185.897511118412,1,2019
18.0,1.0,18.0,5.0,4130.0,17.0,38.0,40.0,1.0,6.0,1851.9813656578929,6,2019
58.0,2.0,22.0,5.0,2040.0,303.0,38.0,40.0,1.0,1.0,4629.953414144732,1,2019
19.0,1.0,13.0,5.0,9130.0,13.0,37.0,40.0,1.0,2.0,5741.142233539468,2,2019
40.0,1.0,16.0,3.0,6305.0,17.0,37.0,40.0,1.0,1.0,1666.7832290921037,1,2019
20.0,1.0,16.0,5.0,9130.0,18.0,38.0,15.0,1.0,1.0,3703.9627313157857,1,2019
20.0,2.0,19.0,5.0,2350.0,17.0,38.0,28.0,2.0,1.0,2963.1701850526288,1,2019
47.0,3.0,22.0,1.0,2205.0,55.0,38.0,20.0,1.0,1.0,29724.300918809182,1,2019
37.0,1.0,20.0,3.0,4220.0,17.0,37.0,40.0,1.0,1.0,9259.906828289464,1,2019
21.0,1.0,19.0,5.0,9645.0,17.0,38.0,32.0,2.0,2.0,11667.482603644725,2,2019
26.0,4.0,22.0,5.0,2545.0,13.0,38.0,60.0,1.0,1.0,27872.31955315129,1,2019
18.0,2.0,18.0,5.0,4251.0,27.0,38.0,3.0,1.0,1.0,1759.3822973749984,1,2019
37.0,1.0,20.0,3.0,4220.0,17.0,37.0,40.0,1.0,1.0,9259.906828289464,1,2019
24.0,1.0,15.0,5.0,8140.0,17.0,37.0,50.0,1.0,1.0,5092.948755559206,1,2019
77.0,2.0,22.0,5.0,2040.0,233.0,38.0,40.0,2.0,9.0,57318.82326711179,9,2019
58.0,2.0,22.0,5.0,2040.0,303.0,38.0,40.0,1.0,1.0,4629.953414144732,1,2019
17.0,1.0,17.0,5.0,4130.0,17.0,37.0,7.0,1.0,2.0,388.91608678815754,2,2019
18.0,2.0,18.0,5.0,7260.0,17.0,38.0,5.0,2.0,1.0,277.7972048486839,1,2019
17.0,1.0,18.0,5.0,4720.0,29.0,38.0,60.0,2.0,1.0,5555.944096973679,1,2019
19.0,1.0,19.0,5.0,5400.0,6.0,38.0,36.0,2.0,1.0,2777.9720484868394,1,2019
40.0,2.0,22.0,5.0,630.0,55.0,38.0,35.0,1.0,1.0,29631.701850526286,1,2019
20.0,1.0,19.0,5.0,4010.0,42.0,38.0,20.0,1.0,1.0,4629.953414144732,1,2019
20.0,3.0,19.0,5.0,4621.0,17.0,38.0,35.0,2.0,1.0,2777.9720484868394,1,2019
20.0,1.0,19.0,5.0,9620.0,17.0,38.0,30.0,1.0,1.0,4629.953414144732,1,2019
22.0,1.0,21.0,5.0,2722.0,120.0,38.0,10.0,2.0,1.0,481.51515507105216,1,2019
26.0,4.0,22.0,5.0,2545.0,13.0,38.0,60.0,1.0,1.0,27872.31955315129,1,2019
62.0,2.0,22.0,5.0,2040.0,8.0,38.0,40.0,1.0,1.0,27779.720484868394,1,2019
