AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
47.0,1.0,20.0,1.0,4840.0,18.0,0.0,40.0,2.0,1.0,98637.12308391005,1,2016
47.0,1.0,18.0,1.0,7120.0,17.0,1.0,45.0,1.0,1.0,57209.53138866783,1,2016
61.0,1.0,19.0,1.0,5610.0,17.0,0.0,41.0,2.0,1.0,40441.22046440312,1,2016
47.0,1.0,18.0,1.0,430.0,17.0,1.0,48.0,1.0,1.0,43992.15689542388,1,2016
62.0,3.0,13.0,5.0,4250.0,28.0,0.0,40.0,2.0,2.0,11540.543400817476,2,2016
36.0,3.0,19.0,5.0,4250.0,17.0,2.0,40.0,2.0,2.0,5198.17638652206,2,2016
72.0,1.0,16.0,2.0,5230.0,17.0,0.0,40.0,2.0,1.0,69835.08314340831,1,2016
48.0,1.0,21.0,3.0,3255.0,17.0,2.0,40.0,2.0,1.0,63719.58151220589,1,2016
32.0,1.0,16.0,5.0,4020.0,303.0,0.0,40.0,1.0,8.0,29591.136925173014,8,2016
34.0,6.0,19.0,1.0,4510.0,17.0,0.0,40.0,2.0,1.0,36495.73554104672,1,2016
34.0,3.0,18.0,1.0,3850.0,17.0,1.0,40.0,1.0,1.0,41427.59169524222,1,2016
26.0,1.0,18.0,5.0,4600.0,17.0,16.0,40.0,1.0,9.0,2465.928077097751,9,2016
21.0,1.0,16.0,1.0,5400.0,17.0,0.0,40.0,2.0,2.0,13168.055931701992,2,2016
57.0,3.0,21.0,1.0,2010.0,48.0,0.0,40.0,2.0,1.0,67073.24369705883,1,2016
66.0,1.0,19.0,1.0,430.0,17.0,1.0,40.0,1.0,1.0,127833.71151674743,1,2016
55.0,1.0,20.0,1.0,7410.0,17.0,1.0,42.0,1.0,1.0,88773.41077551905,1,2016
49.0,1.0,19.0,5.0,8740.0,17.0,0.0,52.0,1.0,1.0,46359.447849437725,1,2016
53.0,2.0,18.0,1.0,3500.0,17.0,0.0,40.0,2.0,2.0,86800.66831384084,2,2016
54.0,2.0,19.0,1.0,8610.0,17.0,1.0,40.0,1.0,2.0,32550.250617690315,2,2016
56.0,2.0,21.0,3.0,5400.0,17.0,5.0,40.0,2.0,2.0,32550.250617690315,2,2016
48.0,3.0,18.0,3.0,3850.0,17.0,0.0,40.0,1.0,1.0,59182.27385034603,1,2016
22.0,1.0,20.0,5.0,4600.0,17.0,0.0,50.0,2.0,1.0,7890.969846712804,1,2016
62.0,6.0,21.0,1.0,6230.0,18.0,0.0,35.0,1.0,1.0,7496.421354377164,1,2016
59.0,1.0,21.0,1.0,4720.0,18.0,1.0,40.0,2.0,1.0,24166.095155557963,1,2016
43.0,1.0,16.0,1.0,4110.0,207.0,0.0,21.0,2.0,6.0,29591.136925173014,6,2016
45.0,1.0,11.0,1.0,4000.0,207.0,1.0,20.0,1.0,6.0,3255.0250617690317,6,2016
