AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
53.0,7.0,16.0,1.0,430.0,17.0,0.0,20.0,2.0,1.0,24917.545691906,1,2017
57.0,7.0,21.0,1.0,2750.0,17.0,1.0,50.0,1.0,1.0,31388.381201044383,1,2017
37.0,6.0,17.0,5.0,4250.0,17.0,0.0,40.0,1.0,1.0,1835.013054830287,1,2017
44.0,4.0,20.0,1.0,3850.0,17.0,0.0,40.0,1.0,1.0,87887.46736292428,1,2017
33.0,3.0,19.0,1.0,5520.0,17.0,1.0,24.0,2.0,1.0,35734.46475195822,1,2017
39.0,3.0,19.0,3.0,8620.0,17.0,0.0,40.0,1.0,1.0,56016.18798955613,1,2017
63.0,1.0,21.0,3.0,5110.0,6.0,0.0,40.0,1.0,1.0,30036.266318537855,1,2017
44.0,1.0,13.0,5.0,7750.0,17.0,0.0,40.0,2.0,2.0,20764.62140992167,2,2017
32.0,1.0,22.0,1.0,1020.0,17.0,0.0,45.0,2.0,1.0,83058.48563968668,1,2017
32.0,1.0,20.0,1.0,7220.0,17.0,1.0,50.0,1.0,1.0,82092.68929503916,1,2017
62.0,1.0,20.0,1.0,5600.0,48.0,1.0,40.0,2.0,1.0,33802.872062663184,1,2017
32.0,1.0,22.0,5.0,1360.0,17.0,0.0,40.0,1.0,1.0,65770.73107049608,1,2017
32.0,1.0,21.0,5.0,20.0,17.0,12.0,50.0,1.0,6.0,96579.63446475196,6,2017
48.0,1.0,16.0,1.0,1107.0,17.0,0.0,45.0,1.0,1.0,91750.65274151435,1,2017
41.0,1.0,21.0,1.0,3255.0,233.0,1.0,40.0,2.0,6.0,76297.91122715404,6,2017
57.0,1.0,16.0,3.0,8220.0,17.0,0.0,50.0,1.0,1.0,57947.78067885117,1,2017
34.0,1.0,18.0,3.0,8220.0,17.0,2.0,40.0,1.0,1.0,19315.92689295039,1,2017
77.0,4.0,22.0,3.0,430.0,240.0,0.0,40.0,2.0,6.0,91750.65274151435,6,2017
28.0,1.0,17.0,5.0,4700.0,163.0,15.0,45.0,1.0,1.0,38631.85378590078,1,2017
25.0,1.0,17.0,5.0,4700.0,17.0,15.0,50.0,2.0,1.0,33802.872062663184,1,2017
45.0,1.0,19.0,5.0,3930.0,17.0,2.0,40.0,1.0,2.0,24144.90861618799,2,2017
31.0,1.0,19.0,5.0,3930.0,17.0,7.0,40.0,1.0,2.0,25497.023498694514,2,2017
37.0,1.0,22.0,1.0,650.0,17.0,0.0,40.0,2.0,1.0,96579.63446475196,1,2017
42.0,1.0,20.0,1.0,4760.0,17.0,1.0,40.0,1.0,1.0,77263.70757180155,1,2017
33.0,2.0,20.0,5.0,2300.0,17.0,0.0,90.0,2.0,1.0,28973.890339425587,1,2017
63.0,2.0,16.0,3.0,420.0,17.0,0.0,55.0,1.0,1.0,44426.6318537859,1,2017
53.0,3.0,16.0,3.0,6200.0,17.0,2.0,40.0,1.0,1.0,36700.26109660574,1,2017
58.0,1.0,21.0,1.0,1006.0,17.0,1.0,50.0,1.0,1.0,77263.70757180155,1,2017
19.0,1.0,18.0,5.0,5240.0,17.0,3.0,12.0,1.0,1.0,9657.963446475194,1,2017
27.0,1.0,16.0,5.0,4720.0,17.0,0.0,20.0,2.0,1.0,21247.51958224543,1,2017
31.0,1.0,16.0,3.0,9620.0,17.0,5.0,40.0,1.0,1.0,24144.90861618799,1,2017
36.0,1.0,9.0,1.0,8030.0,303.0,0.0,40.0,1.0,1.0,57947.78067885117,1,2017
37.0,1.0,16.0,1.0,7750.0,303.0,1.0,40.0,2.0,1.0,17384.33420365535,1,2017
65.0,1.0,21.0,1.0,10.0,55.0,0.0,45.0,1.0,1.0,154044.51697127937,1,2017
64.0,1.0,20.0,1.0,3255.0,17.0,1.0,20.0,2.0,1.0,19315.92689295039,1,2017
63.0,1.0,19.0,2.0,20.0,2.0,0.0,44.0,2.0,1.0,108091.92689295039,1,2017
42.0,1.0,21.0,1.0,136.0,18.0,0.0,40.0,1.0,1.0,30905.483028720624,1,2017
26.0,1.0,19.0,5.0,4040.0,17.0,0.0,10.0,1.0,1.0,434.60835509138377,1,2017
