AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
18.0,4.0,18.0,5.0,5940.0,17.0,38.0,14.0,2.0,1.0,485.35511096683814,1,2022
42.0,1.0,14.0,3.0,6260.0,17.0,37.0,30.0,1.0,1.0,19414.204438673525,1,2022
23.0,1.0,19.0,5.0,5260.0,17.0,38.0,16.0,2.0,2.0,5743.368813107584,2,2022
21.0,4.0,19.0,5.0,2002.0,17.0,38.0,10.0,2.0,1.0,7037.649109019153,1,2022
57.0,2.0,16.0,5.0,3930.0,17.0,38.0,40.0,1.0,1.0,28878.62910252687,1,2022
20.0,1.0,19.0,5.0,8255.0,17.0,38.0,25.0,2.0,1.0,2426.7755548341906,1,2022
21.0,2.0,18.0,5.0,4800.0,26.0,38.0,57.0,2.0,9.0,8089.251849447302,9,2022
23.0,2.0,19.0,5.0,2752.0,17.0,38.0,52.0,1.0,9.0,8089.251849447302,9,2022
19.0,1.0,19.0,5.0,4720.0,17.0,38.0,15.0,2.0,1.0,3882.840887734705,1,2022
21.0,1.0,19.0,5.0,4720.0,17.0,38.0,20.0,2.0,1.0,8493.714441919667,1,2022
19.0,1.0,19.0,5.0,4950.0,29.0,38.0,6.0,2.0,1.0,808.9251849447302,1,2022
48.0,1.0,17.0,3.0,4220.0,18.0,37.0,45.0,2.0,1.0,24267.755548341906,1,2022
44.0,2.0,17.0,5.0,2016.0,17.0,38.0,24.0,1.0,1.0,12538.340366643319,1,2022
25.0,1.0,16.0,5.0,4220.0,46.0,37.0,45.0,2.0,5.0,24267.755548341906,5,2022
61.0,1.0,11.0,5.0,4965.0,26.0,38.0,20.0,1.0,2.0,12942.802959115683,2,2022
39.0,1.0,16.0,5.0,1010.0,17.0,38.0,10.0,1.0,1.0,7280.3266645025715,1,2022
31.0,2.0,22.0,5.0,2050.0,17.0,38.0,15.0,1.0,1.0,8089.251849447302,1,2022
22.0,8.0,19.0,5.0,9620.0,17.0,38.0,20.0,1.0,1.0,307.39157027899745,1,2022
22.0,4.0,16.0,5.0,440.0,49.0,38.0,26.0,2.0,9.0,5759.547316806479,9,2022
19.0,6.0,19.0,5.0,4700.0,17.0,38.0,20.0,1.0,1.0,8089.251849447302,1,2022
20.0,1.0,16.0,5.0,4130.0,17.0,38.0,8.0,1.0,2.0,5500.691257624166,2,2022
21.0,2.0,19.0,5.0,2050.0,48.0,38.0,15.0,2.0,1.0,1617.8503698894604,1,2022
37.0,4.0,16.0,5.0,4220.0,17.0,37.0,50.0,1.0,1.0,12942.802959115683,1,2022
19.0,4.0,18.0,5.0,2545.0,17.0,38.0,10.0,1.0,1.0,1213.3877774170953,1,2022
21.0,1.0,19.0,5.0,5400.0,17.0,38.0,9.0,2.0,1.0,2912.130665801029,1,2022
39.0,5.0,16.0,5.0,4220.0,17.0,38.0,20.0,1.0,2.0,17553.676513300645,2,2022
19.0,1.0,18.0,5.0,3960.0,55.0,38.0,50.0,1.0,1.0,4044.625924723651,1,2022
24.0,1.0,21.0,5.0,1460.0,15.0,38.0,40.0,1.0,9.0,4449.088517196016,9,2022
21.0,4.0,19.0,5.0,2850.0,17.0,38.0,10.0,2.0,1.0,2912.130665801029,1,2022
33.0,1.0,17.0,5.0,5350.0,17.0,37.0,10.0,1.0,6.0,404.4625924723651,6,2022
37.0,1.0,21.0,3.0,4110.0,17.0,37.0,60.0,2.0,9.0,13751.728144060413,9,2022
19.0,2.0,16.0,5.0,8990.0,17.0,38.0,40.0,2.0,8.0,808.9251849447302,8,2022
34.0,1.0,16.0,5.0,9620.0,17.0,38.0,25.0,1.0,8.0,23377.937844902703,8,2022
19.0,4.0,19.0,5.0,5860.0,17.0,38.0,18.0,2.0,1.0,4044.625924723651,1,2022
18.0,5.0,16.0,5.0,9825.0,32.0,38.0,43.0,1.0,9.0,12942.802959115683,9,2022
20.0,1.0,19.0,5.0,9645.0,17.0,38.0,40.0,1.0,1.0,7280.3266645025715,1,2022
34.0,1.0,16.0,5.0,4220.0,17.0,38.0,8.0,1.0,1.0,3332.7717619722885,1,2022
19.0,1.0,19.0,5.0,4110.0,47.0,38.0,52.0,1.0,1.0,5662.476294613111,1,2022
18.0,1.0,16.0,5.0,4720.0,17.0,38.0,5.0,2.0,8.0,2022.3129623618256,8,2022
27.0,1.0,16.0,5.0,9130.0,17.0,37.0,60.0,1.0,1.0,5258.013702140746,1,2022
22.0,1.0,19.0,5.0,1530.0,17.0,38.0,40.0,1.0,1.0,19737.774512651416,1,2022
21.0,2.0,19.0,5.0,1970.0,247.0,38.0,10.0,2.0,6.0,5662.476294613111,6,2022
19.0,3.0,18.0,5.0,335.0,17.0,38.0,35.0,1.0,1.0,2831.2381473065557,1,2022
19.0,1.0,18.0,5.0,10.0,17.0,38.0,50.0,2.0,1.0,4044.625924723651,1,2022
19.0,1.0,19.0,5.0,4055.0,17.0,38.0,23.0,2.0,1.0,808.9251849447302,1,2022
18.0,1.0,18.0,5.0,2360.0,17.0,38.0,40.0,2.0,2.0,5662.476294613111,2,2022
18.0,1.0,16.0,5.0,2722.0,17.0,38.0,3.0,2.0,1.0,1213.3877774170953,1,2022
19.0,1.0,18.0,5.0,220.0,48.0,38.0,25.0,1.0,1.0,6875.864072030206,1,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,3.0,1.0,2.0,1051.6027404281492,2,2022
18.0,1.0,16.0,5.0,2400.0,106.0,38.0,20.0,2.0,1.0,4044.625924723651,1,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,18.0,2.0,1.0,1132.4952589226223,1,2022
19.0,1.0,19.0,5.0,5740.0,17.0,38.0,15.0,2.0,1.0,1617.8503698894604,1,2022
43.0,1.0,21.0,3.0,3245.0,17.0,38.0,40.0,2.0,1.0,37291.45102595206,1,2022
20.0,1.0,19.0,5.0,4435.0,17.0,38.0,4.0,2.0,1.0,808.9251849447302,1,2022
