AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
45.0,3.0,21.0,1.0,2310.0,17.0,0.0,15.0,2.0,1.0,749.1108232742799,1,2015
47.0,1.0,21.0,1.0,7410.0,17.0,1.0,50.0,1.0,1.0,180186.12335824012,1,2015
62.0,1.0,18.0,1.0,5700.0,17.0,0.0,55.0,2.0,1.0,34958.50508613306,1,2015
65.0,1.0,16.0,1.0,9600.0,17.0,1.0,40.0,1.0,1.0,54934.793706780525,1,2015
28.0,6.0,21.0,5.0,4800.0,18.0,0.0,45.0,1.0,1.0,14982.216465485599,1,2015
40.0,1.0,16.0,3.0,4250.0,17.0,0.0,32.0,1.0,1.0,10088.02575342697,1,2015
41.0,1.0,19.0,5.0,9130.0,17.0,0.0,42.0,1.0,1.0,20076.170063750702,1,2015
70.0,1.0,19.0,1.0,940.0,17.0,1.0,20.0,2.0,1.0,17179.60821375682,1,2015
45.0,1.0,16.0,1.0,7330.0,17.0,0.0,40.0,1.0,1.0,37954.94837923018,1,2015
41.0,1.0,12.0,2.0,6260.0,303.0,16.0,60.0,1.0,1.0,31163.010248210045,1,2015
86.0,1.0,20.0,2.0,3255.0,17.0,0.0,12.0,2.0,1.0,45146.41228266327,1,2015
64.0,1.0,18.0,1.0,5700.0,17.0,1.0,40.0,2.0,1.0,29964.432930971197,1,2015
29.0,1.0,21.0,5.0,3255.0,6.0,0.0,40.0,1.0,1.0,51938.35041368341,1,2015
19.0,1.0,19.0,5.0,4720.0,6.0,5.0,18.0,1.0,1.0,7491.108232742799,1,2015
68.0,7.0,23.0,2.0,3010.0,210.0,0.0,30.0,2.0,6.0,85698.27818257762,6,2015
39.0,7.0,22.0,1.0,4920.0,31.0,0.0,40.0,1.0,1.0,74911.082327428,1,2015
38.0,7.0,24.0,1.0,3060.0,17.0,1.0,50.0,2.0,1.0,504401.2876713485,1,2015
24.0,1.0,1.0,5.0,4600.0,116.0,15.0,45.0,2.0,1.0,9988.144310323732,1,2015
38.0,1.0,19.0,1.0,4810.0,17.0,0.0,45.0,1.0,1.0,64922.93801710426,1,2015
38.0,6.0,20.0,1.0,3630.0,17.0,1.0,25.0,2.0,1.0,14682.572136175886,1,2015
35.0,1.0,16.0,1.0,6200.0,128.0,1.0,45.0,1.0,1.0,34958.50508613306,1,2015
18.0,1.0,15.0,5.0,9600.0,17.0,7.0,20.0,1.0,1.0,4994.072155161866,1,2015
59.0,1.0,16.0,3.0,9130.0,17.0,0.0,45.0,1.0,1.0,31962.061793035944,1,2015
49.0,6.0,18.0,1.0,4760.0,6.0,0.0,50.0,2.0,1.0,127848.24717214378,1,2015
17.0,1.0,18.0,1.0,4510.0,53.0,10.0,36.0,2.0,1.0,54934.793706780525,1,2015
49.0,3.0,18.0,3.0,530.0,39.0,0.0,40.0,1.0,2.0,78906.34005155749,2,2015
49.0,4.0,22.0,5.0,2310.0,17.0,0.0,65.0,1.0,1.0,47943.092689553916,1,2015
51.0,3.0,19.0,1.0,2430.0,17.0,0.0,30.0,2.0,1.0,18178.422644789192,1,2015
55.0,2.0,20.0,1.0,2000.0,17.0,1.0,45.0,1.0,1.0,64922.93801710426,1,2015
