AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
29.0,1.0,16.0,1.0,4510.0,17.0,0.0,40.0,2.0,1.0,17900.0,1,2014
31.0,6.0,17.0,1.0,6200.0,17.0,1.0,30.0,1.0,1.0,30000.0,1,2014
30.0,2.0,21.0,5.0,3255.0,6.0,0.0,50.0,2.0,9.0,100000.0,9,2014
31.0,2.0,22.0,5.0,2200.0,26.0,0.0,7.0,1.0,1.0,15000.0,1,2014
33.0,1.0,23.0,5.0,2145.0,17.0,13.0,44.0,2.0,8.0,30000.0,8,2014
35.0,1.0,21.0,5.0,150.0,17.0,0.0,52.0,1.0,1.0,48000.0,1,2014
29.0,1.0,19.0,5.0,1060.0,29.0,13.0,40.0,2.0,1.0,40000.0,1,2014
77.0,5.0,16.0,5.0,3600.0,47.0,0.0,40.0,1.0,2.0,50000.0,2,2014
57.0,1.0,19.0,2.0,7010.0,17.0,0.0,38.0,1.0,1.0,43020.0,1,2014
57.0,1.0,16.0,3.0,5820.0,17.0,0.0,40.0,2.0,1.0,42800.0,1,2014
42.0,1.0,22.0,1.0,1050.0,210.0,0.0,40.0,1.0,6.0,82000.0,6,2014
40.0,1.0,22.0,1.0,735.0,210.0,1.0,60.0,2.0,6.0,125000.0,6,2014
23.0,1.0,21.0,5.0,2200.0,17.0,0.0,40.0,1.0,1.0,6000.0,1,2014
22.0,1.0,16.0,5.0,8965.0,17.0,2.0,40.0,1.0,2.0,26400.0,2,2014
30.0,1.0,21.0,5.0,50.0,6.0,0.0,50.0,1.0,1.0,85000.0,1,2014
42.0,1.0,16.0,1.0,8255.0,17.0,0.0,40.0,1.0,1.0,42000.0,1,2014
44.0,1.0,21.0,1.0,2630.0,17.0,1.0,12.0,2.0,1.0,3800.0,1,2014
52.0,1.0,13.0,1.0,7810.0,17.0,0.0,40.0,2.0,8.0,31000.0,8,2014
54.0,1.0,16.0,1.0,9610.0,48.0,1.0,40.0,1.0,8.0,47000.0,8,2014
35.0,1.0,18.0,5.0,8220.0,17.0,2.0,30.0,1.0,8.0,3500.0,8,2014
34.0,1.0,20.0,4.0,5810.0,209.0,0.0,40.0,2.0,6.0,21300.0,6,2014
64.0,1.0,13.0,1.0,4000.0,209.0,6.0,40.0,1.0,6.0,20800.0,6,2014
61.0,1.0,22.0,5.0,2630.0,18.0,0.0,40.0,2.0,1.0,65000.0,1,2014
49.0,1.0,21.0,1.0,110.0,17.0,0.0,50.0,2.0,1.0,100004.0,1,2014
51.0,1.0,21.0,1.0,110.0,17.0,1.0,45.0,1.0,1.0,114040.0,1,2014
18.0,1.0,14.0,5.0,3955.0,17.0,2.0,5.0,2.0,1.0,1500.0,1,2014
19.0,5.0,16.0,5.0,9820.0,17.0,17.0,40.0,1.0,1.0,15000.0,1,2014
42.0,7.0,21.0,1.0,630.0,34.0,0.0,40.0,1.0,1.0,75000.0,1,2014
51.0,1.0,20.0,1.0,3255.0,17.0,0.0,40.0,2.0,1.0,70000.0,1,2014
54.0,1.0,21.0,1.0,3255.0,1.0,1.0,32.0,1.0,1.0,75000.0,1,2014
23.0,1.0,20.0,5.0,4220.0,17.0,2.0,30.0,1.0,1.0,21600.0,1,2014
20.0,1.0,19.0,5.0,1400.0,17.0,17.0,17.0,1.0,1.0,960.0,1,2014
58.0,1.0,19.0,1.0,5000.0,17.0,0.0,36.0,2.0,1.0,16000.0,1,2014
56.0,1.0,20.0,5.0,7720.0,17.0,0.0,44.0,1.0,1.0,39700.0,1,2014
18.0,1.0,18.0,5.0,735.0,17.0,17.0,45.0,1.0,1.0,500.0,1,2014
58.0,1.0,20.0,1.0,5700.0,303.0,0.0,40.0,2.0,1.0,67000.0,1,2014
60.0,1.0,16.0,1.0,8140.0,313.0,1.0,50.0,1.0,1.0,46000.0,1,2014
33.0,1.0,19.0,5.0,5530.0,17.0,2.0,40.0,1.0,1.0,43000.0,1,2014
24.0,1.0,21.0,5.0,4030.0,17.0,2.0,30.0,2.0,1.0,16000.0,1,2014
53.0,1.0,18.0,5.0,4220.0,17.0,0.0,50.0,1.0,1.0,15000.0,1,2014
50.0,1.0,20.0,1.0,430.0,17.0,0.0,40.0,2.0,1.0,60010.0,1,2014
