AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
53.0,7.0,16.0,1.0,430.0,17.0,0.0,20.0,2.0,1.0,25800.0,1,2017
57.0,7.0,21.0,1.0,2750.0,17.0,1.0,50.0,1.0,1.0,32500.0,1,2017
37.0,6.0,17.0,5.0,4250.0,17.0,0.0,40.0,1.0,1.0,1900.0,1,2017
44.0,4.0,20.0,1.0,3850.0,17.0,0.0,40.0,1.0,1.0,91000.0,1,2017
33.0,3.0,19.0,1.0,5520.0,17.0,1.0,24.0,2.0,1.0,37000.0,1,2017
39.0,3.0,19.0,3.0,8620.0,17.0,0.0,40.0,1.0,1.0,58000.0,1,2017
63.0,1.0,21.0,3.0,5110.0,6.0,0.0,40.0,1.0,1.0,31100.0,1,2017
44.0,1.0,13.0,5.0,7750.0,17.0,0.0,40.0,2.0,2.0,21500.0,2,2017
32.0,1.0,22.0,1.0,1020.0,17.0,0.0,45.0,2.0,1.0,86000.0,1,2017
32.0,1.0,20.0,1.0,7220.0,17.0,1.0,50.0,1.0,1.0,85000.0,1,2017
62.0,1.0,20.0,1.0,5600.0,48.0,1.0,40.0,2.0,1.0,35000.0,1,2017
32.0,1.0,22.0,5.0,1360.0,17.0,0.0,40.0,1.0,1.0,68100.0,1,2017
32.0,1.0,21.0,5.0,20.0,17.0,12.0,50.0,1.0,6.0,100000.0,6,2017
48.0,1.0,16.0,1.0,1107.0,17.0,0.0,45.0,1.0,1.0,95000.0,1,2017
41.0,1.0,21.0,1.0,3255.0,233.0,1.0,40.0,2.0,6.0,79000.0,6,2017
57.0,1.0,16.0,3.0,8220.0,17.0,0.0,50.0,1.0,1.0,60000.0,1,2017
34.0,1.0,18.0,3.0,8220.0,17.0,2.0,40.0,1.0,1.0,20000.0,1,2017
77.0,4.0,22.0,3.0,430.0,240.0,0.0,40.0,2.0,6.0,95000.0,6,2017
28.0,1.0,17.0,5.0,4700.0,163.0,15.0,45.0,1.0,1.0,40000.0,1,2017
25.0,1.0,17.0,5.0,4700.0,17.0,15.0,50.0,2.0,1.0,35000.0,1,2017
45.0,1.0,19.0,5.0,3930.0,17.0,2.0,40.0,1.0,2.0,25000.0,2,2017
31.0,1.0,19.0,5.0,3930.0,17.0,7.0,40.0,1.0,2.0,26400.0,2,2017
37.0,1.0,22.0,1.0,650.0,17.0,0.0,40.0,2.0,1.0,100000.0,1,2017
42.0,1.0,20.0,1.0,4760.0,17.0,1.0,40.0,1.0,1.0,80000.0,1,2017
33.0,2.0,20.0,5.0,2300.0,17.0,0.0,90.0,2.0,1.0,30000.0,1,2017
63.0,2.0,16.0,3.0,420.0,17.0,0.0,55.0,1.0,1.0,46000.0,1,2017
53.0,3.0,16.0,3.0,6200.0,17.0,2.0,40.0,1.0,1.0,38000.0,1,2017
58.0,1.0,21.0,1.0,1006.0,17.0,1.0,50.0,1.0,1.0,80000.0,1,2017
19.0,1.0,18.0,5.0,5240.0,17.0,3.0,12.0,1.0,1.0,10000.0,1,2017
27.0,1.0,16.0,5.0,4720.0,17.0,0.0,20.0,2.0,1.0,22000.0,1,2017
31.0,1.0,16.0,3.0,9620.0,17.0,5.0,40.0,1.0,1.0,25000.0,1,2017
36.0,1.0,9.0,1.0,8030.0,303.0,0.0,40.0,1.0,1.0,60000.0,1,2017
37.0,1.0,16.0,1.0,7750.0,303.0,1.0,40.0,2.0,1.0,18000.0,1,2017
65.0,1.0,21.0,1.0,10.0,55.0,0.0,45.0,1.0,1.0,159500.0,1,2017
64.0,1.0,20.0,1.0,3255.0,17.0,1.0,20.0,2.0,1.0,20000.0,1,2017
63.0,1.0,19.0,2.0,20.0,2.0,0.0,44.0,2.0,1.0,111920.0,1,2017
42.0,1.0,21.0,1.0,136.0,18.0,0.0,40.0,1.0,1.0,32000.0,1,2017
26.0,1.0,19.0,5.0,4040.0,17.0,0.0,10.0,1.0,1.0,450.0,1,2017
22.0,1.0,19.0,5.0,4020.0,47.0,12.0,1.0,1.0,1.0,3000.0,1,2017
40.0,1.0,16.0,5.0,7315.0,17.0,0.0,40.0,1.0,1.0,40000.0,1,2017
79.0,1.0,20.0,1.0,20.0,17.0,0.0,45.0,1.0,1.0,55100.0,1,2017
29.0,1.0,21.0,5.0,1360.0,6.0,0.0,45.0,1.0,6.0,70000.0,6,2017
52.0,1.0,16.0,1.0,9600.0,303.0,0.0,40.0,2.0,8.0,37000.0,8,2017
61.0,3.0,16.0,1.0,4220.0,303.0,1.0,40.0,1.0,8.0,20000.0,8,2017
27.0,1.0,19.0,5.0,4710.0,17.0,2.0,40.0,2.0,8.0,20800.0,8,2017
20.0,1.0,19.0,5.0,4150.0,17.0,2.0,20.0,1.0,8.0,16000.0,8,2017
63.0,1.0,21.0,5.0,5400.0,17.0,2.0,20.0,1.0,1.0,21500.0,1,2017
25.0,1.0,16.0,5.0,4120.0,17.0,0.0,40.0,2.0,2.0,12000.0,2,2017
40.0,1.0,21.0,1.0,5165.0,247.0,0.0,40.0,1.0,6.0,141500.0,6,2017
39.0,1.0,22.0,1.0,8965.0,247.0,1.0,50.0,2.0,6.0,158000.0,6,2017
44.0,4.0,20.0,1.0,3800.0,38.0,0.0,40.0,1.0,1.0,64000.0,1,2017
48.0,4.0,21.0,1.0,2310.0,17.0,1.0,40.0,2.0,1.0,48000.0,1,2017
18.0,1.0,16.0,5.0,4030.0,17.0,4.0,10.0,2.0,1.0,5000.0,1,2017
34.0,4.0,22.0,1.0,1610.0,26.0,1.0,55.0,2.0,1.0,29000.0,1,2017
38.0,1.0,21.0,1.0,1006.0,312.0,0.0,40.0,1.0,1.0,87000.0,1,2017
26.0,1.0,21.0,5.0,800.0,39.0,0.0,50.0,2.0,1.0,83000.0,1,2017
32.0,1.0,21.0,1.0,3255.0,17.0,0.0,30.0,2.0,1.0,49000.0,1,2017
36.0,1.0,21.0,1.0,2320.0,17.0,1.0,60.0,1.0,1.0,50000.0,1,2017
39.0,1.0,19.0,1.0,6840.0,18.0,0.0,40.0,1.0,1.0,61000.0,1,2017
37.0,3.0,21.0,1.0,3850.0,17.0,0.0,50.0,1.0,1.0,105000.0,1,2017
31.0,1.0,21.0,1.0,3255.0,17.0,1.0,36.0,2.0,1.0,60000.0,1,2017
57.0,1.0,15.0,5.0,5700.0,17.0,0.0,10.0,2.0,1.0,6000.0,1,2017
30.0,1.0,21.0,5.0,740.0,17.0,0.0,45.0,1.0,1.0,114000.0,1,2017
61.0,1.0,18.0,2.0,4810.0,29.0,0.0,24.0,2.0,1.0,47900.0,1,2017
37.0,1.0,15.0,1.0,9130.0,303.0,0.0,40.0,1.0,8.0,30000.0,8,2017
36.0,6.0,20.0,1.0,4600.0,17.0,1.0,40.0,2.0,8.0,20000.0,8,2017
77.0,1.0,19.0,1.0,4220.0,17.0,1.0,26.0,1.0,1.0,44000.0,1,2017
27.0,1.0,12.0,1.0,6440.0,17.0,0.0,32.0,1.0,1.0,23000.0,1,2017
24.0,1.0,13.0,1.0,4720.0,17.0,1.0,30.0,2.0,1.0,400.0,1,2017
61.0,2.0,22.0,1.0,350.0,17.0,1.0,60.0,2.0,1.0,80000.0,1,2017
68.0,5.0,21.0,3.0,5550.0,17.0,0.0,42.0,1.0,1.0,51000.0,1,2017
53.0,1.0,12.0,1.0,7260.0,303.0,0.0,45.0,1.0,1.0,30000.0,1,2017
48.0,1.0,12.0,1.0,9640.0,303.0,1.0,40.0,2.0,1.0,13000.0,1,2017
29.0,1.0,16.0,5.0,7260.0,303.0,2.0,45.0,1.0,1.0,30000.0,1,2017
27.0,1.0,16.0,1.0,310.0,8.0,0.0,40.0,1.0,1.0,32600.0,1,2017
22.0,1.0,16.0,1.0,4700.0,22.0,1.0,38.0,2.0,1.0,10000.0,1,2017
46.0,1.0,21.0,1.0,800.0,233.0,0.0,40.0,2.0,6.0,64000.0,6,2017
50.0,1.0,16.0,5.0,740.0,17.0,10.0,50.0,1.0,1.0,56000.0,1,2017
55.0,1.0,16.0,1.0,3600.0,17.0,0.0,20.0,2.0,1.0,10000.0,1,2017
58.0,1.0,17.0,1.0,7360.0,17.0,1.0,40.0,1.0,1.0,75000.0,1,2017
38.0,1.0,20.0,5.0,3645.0,17.0,0.0,40.0,2.0,1.0,30000.0,1,2017
42.0,1.0,17.0,1.0,7240.0,17.0,0.0,40.0,1.0,1.0,27000.0,1,2017
36.0,6.0,20.0,1.0,7200.0,29.0,1.0,40.0,2.0,1.0,350.0,1,2017
36.0,2.0,21.0,5.0,1107.0,17.0,0.0,40.0,2.0,2.0,55000.0,2,2017
38.0,1.0,17.0,2.0,9620.0,17.0,13.0,40.0,1.0,2.0,1100.0,2,2017
35.0,1.0,15.0,5.0,7340.0,1.0,0.0,60.0,1.0,1.0,70000.0,1,2017
48.0,1.0,16.0,1.0,4020.0,310.0,11.0,12.0,1.0,3.0,8100.0,3,2017
36.0,1.0,21.0,5.0,5000.0,47.0,13.0,50.0,2.0,1.0,50000.0,1,2017
24.0,1.0,16.0,1.0,7750.0,17.0,0.0,40.0,1.0,1.0,30000.0,1,2017
23.0,1.0,16.0,1.0,3500.0,17.0,1.0,38.0,2.0,1.0,3000.0,1,2017
22.0,2.0,21.0,5.0,2300.0,29.0,0.0,37.0,2.0,1.0,38300.0,1,2017
20.0,1.0,19.0,5.0,4110.0,17.0,12.0,15.0,2.0,1.0,12000.0,1,2017
46.0,1.0,22.0,3.0,220.0,17.0,0.0,40.0,2.0,1.0,55000.0,1,2017
53.0,2.0,17.0,3.0,6420.0,17.0,0.0,42.0,1.0,1.0,30000.0,1,2017
36.0,1.0,17.0,5.0,6515.0,17.0,0.0,40.0,1.0,1.0,51000.0,1,2017
37.0,2.0,21.0,1.0,3300.0,17.0,0.0,40.0,2.0,1.0,48000.0,1,2017
45.0,1.0,19.0,1.0,540.0,17.0,1.0,40.0,1.0,1.0,33100.0,1,2017
34.0,1.0,21.0,5.0,9620.0,36.0,2.0,40.0,1.0,1.0,32300.0,1,2017
35.0,1.0,16.0,5.0,4050.0,303.0,0.0,33.0,2.0,8.0,23000.0,8,2017
59.0,6.0,23.0,5.0,4920.0,37.0,0.0,20.0,1.0,1.0,156700.0,1,2017
55.0,1.0,22.0,5.0,740.0,42.0,13.0,20.0,1.0,1.0,17000.0,1,2017
42.0,1.0,21.0,5.0,860.0,17.0,0.0,38.0,2.0,1.0,168000.0,1,2017
27.0,3.0,21.0,5.0,6440.0,39.0,0.0,40.0,1.0,1.0,60000.0,1,2017
25.0,1.0,21.0,5.0,50.0,17.0,13.0,40.0,2.0,1.0,50000.0,1,2017
33.0,1.0,16.0,5.0,9620.0,17.0,0.0,40.0,1.0,1.0,40000.0,1,2017
37.0,1.0,21.0,1.0,4850.0,17.0,0.0,40.0,1.0,1.0,92000.0,1,2017
35.0,2.0,22.0,1.0,2200.0,17.0,1.0,40.0,2.0,1.0,28000.0,1,2017
48.0,4.0,21.0,1.0,3255.0,233.0,0.0,40.0,2.0,6.0,109200.0,6,2017
50.0,6.0,21.0,1.0,7010.0,233.0,1.0,40.0,1.0,6.0,143000.0,6,2017
56.0,1.0,17.0,1.0,9130.0,20.0,0.0,60.0,1.0,1.0,70000.0,1,2017
52.0,6.0,21.0,1.0,800.0,17.0,0.0,15.0,1.0,1.0,63550.0,1,2017
50.0,3.0,22.0,1.0,2310.0,17.0,1.0,45.0,2.0,1.0,47500.0,1,2017
49.0,2.0,21.0,3.0,3255.0,17.0,0.0,36.0,2.0,1.0,48800.0,1,2017
53.0,1.0,20.0,3.0,4700.0,17.0,11.0,39.0,1.0,1.0,22000.0,1,2017
25.0,1.0,21.0,5.0,2200.0,207.0,0.0,40.0,2.0,6.0,10000.0,6,2017
28.0,1.0,22.0,1.0,110.0,211.0,0.0,40.0,1.0,1.0,105000.0,1,2017
29.0,1.0,21.0,1.0,735.0,17.0,1.0,40.0,2.0,1.0,77000.0,1,2017
62.0,3.0,19.0,1.0,3800.0,19.0,0.0,20.0,1.0,1.0,43600.0,1,2017
63.0,1.0,16.0,1.0,5160.0,19.0,1.0,35.0,2.0,1.0,25000.0,1,2017
64.0,4.0,22.0,1.0,2000.0,17.0,0.0,29.0,2.0,1.0,20000.0,1,2017
19.0,1.0,16.0,5.0,4760.0,6.0,7.0,27.0,2.0,1.0,15000.0,1,2017
37.0,2.0,21.0,1.0,800.0,17.0,0.0,45.0,2.0,1.0,61000.0,1,2017
37.0,1.0,16.0,1.0,4700.0,17.0,1.0,45.0,1.0,1.0,60000.0,1,2017
21.0,1.0,15.0,5.0,4610.0,18.0,0.0,36.0,2.0,1.0,7300.0,1,2017
25.0,1.0,19.0,5.0,4110.0,17.0,0.0,40.0,1.0,1.0,16500.0,1,2017
29.0,1.0,16.0,1.0,7150.0,303.0,1.0,40.0,1.0,1.0,49000.0,1,2017
35.0,1.0,21.0,5.0,1430.0,26.0,0.0,46.0,1.0,2.0,73000.0,2,2017
77.0,1.0,14.0,2.0,140.0,17.0,0.0,40.0,2.0,2.0,76000.0,2,2017
52.0,4.0,20.0,1.0,6730.0,39.0,0.0,40.0,1.0,1.0,40000.0,1,2017
52.0,3.0,21.0,1.0,2540.0,17.0,1.0,35.0,2.0,1.0,12000.0,1,2017
46.0,1.0,22.0,1.0,150.0,215.0,0.0,40.0,2.0,1.0,235700.0,1,2017
44.0,1.0,21.0,1.0,4760.0,17.0,1.0,50.0,1.0,1.0,150000.0,1,2017
67.0,1.0,9.0,5.0,5850.0,303.0,0.0,30.0,2.0,8.0,24000.0,8,2017
39.0,4.0,21.0,5.0,2010.0,303.0,2.0,40.0,2.0,8.0,46000.0,8,2017
40.0,1.0,16.0,5.0,4720.0,17.0,0.0,30.0,1.0,1.0,12000.0,1,2017
35.0,1.0,19.0,3.0,5620.0,17.0,0.0,40.0,2.0,1.0,28200.0,1,2017
66.0,1.0,21.0,1.0,1006.0,17.0,0.0,50.0,2.0,1.0,142400.0,1,2017
36.0,1.0,19.0,5.0,4700.0,17.0,0.0,45.0,1.0,1.0,24000.0,1,2017
57.0,1.0,16.0,1.0,7200.0,217.0,6.0,55.0,1.0,1.0,38000.0,1,2017
58.0,1.0,22.0,1.0,5120.0,17.0,1.0,40.0,2.0,1.0,127000.0,1,2017
22.0,1.0,19.0,5.0,4020.0,17.0,2.0,30.0,2.0,1.0,17000.0,1,2017
