AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
47.0,1.0,20.0,1.0,4840.0,18.0,0.0,40.0,2.0,1.0,100000.0,1,2016
47.0,1.0,18.0,1.0,7120.0,17.0,1.0,45.0,1.0,1.0,58000.0,1,2016
61.0,1.0,19.0,1.0,5610.0,17.0,0.0,41.0,2.0,1.0,41000.0,1,2016
47.0,1.0,18.0,1.0,430.0,17.0,1.0,48.0,1.0,1.0,44600.0,1,2016
62.0,3.0,13.0,5.0,4250.0,28.0,0.0,40.0,2.0,2.0,11700.0,2,2016
36.0,3.0,19.0,5.0,4250.0,17.0,2.0,40.0,2.0,2.0,5270.0,2,2016
72.0,1.0,16.0,2.0,5230.0,17.0,0.0,40.0,2.0,1.0,70800.0,1,2016
48.0,1.0,21.0,3.0,3255.0,17.0,2.0,40.0,2.0,1.0,64600.0,1,2016
32.0,1.0,16.0,5.0,4020.0,303.0,0.0,40.0,1.0,8.0,30000.0,8,2016
34.0,6.0,19.0,1.0,4510.0,17.0,0.0,40.0,2.0,1.0,37000.0,1,2016
34.0,3.0,18.0,1.0,3850.0,17.0,1.0,40.0,1.0,1.0,42000.0,1,2016
26.0,1.0,18.0,5.0,4600.0,17.0,16.0,40.0,1.0,9.0,2500.0,9,2016
21.0,1.0,16.0,1.0,5400.0,17.0,0.0,40.0,2.0,2.0,13350.0,2,2016
57.0,3.0,21.0,1.0,2010.0,48.0,0.0,40.0,2.0,1.0,68000.0,1,2016
66.0,1.0,19.0,1.0,430.0,17.0,1.0,40.0,1.0,1.0,129600.0,1,2016
55.0,1.0,20.0,1.0,7410.0,17.0,1.0,42.0,1.0,1.0,90000.0,1,2016
49.0,1.0,19.0,5.0,8740.0,17.0,0.0,52.0,1.0,1.0,47000.0,1,2016
53.0,2.0,18.0,1.0,3500.0,17.0,0.0,40.0,2.0,2.0,88000.0,2,2016
54.0,2.0,19.0,1.0,8610.0,17.0,1.0,40.0,1.0,2.0,33000.0,2,2016
56.0,2.0,21.0,3.0,5400.0,17.0,5.0,40.0,2.0,2.0,33000.0,2,2016
48.0,3.0,18.0,3.0,3850.0,17.0,0.0,40.0,1.0,1.0,60000.0,1,2016
22.0,1.0,20.0,5.0,4600.0,17.0,0.0,50.0,2.0,1.0,8000.0,1,2016
62.0,6.0,21.0,1.0,6230.0,18.0,0.0,35.0,1.0,1.0,7600.0,1,2016
59.0,1.0,21.0,1.0,4720.0,18.0,1.0,40.0,2.0,1.0,24500.0,1,2016
43.0,1.0,16.0,1.0,4110.0,207.0,0.0,21.0,2.0,6.0,30000.0,6,2016
45.0,1.0,11.0,1.0,4000.0,207.0,1.0,20.0,1.0,6.0,3300.0,6,2016
65.0,2.0,21.0,1.0,3255.0,19.0,1.0,35.0,2.0,1.0,60000.0,1,2016
44.0,4.0,21.0,1.0,3710.0,17.0,0.0,40.0,1.0,1.0,136000.0,1,2016
44.0,2.0,21.0,1.0,2010.0,39.0,1.0,38.0,2.0,1.0,33600.0,1,2016
20.0,1.0,16.0,5.0,4110.0,17.0,0.0,15.0,2.0,1.0,1400.0,1,2016
20.0,1.0,16.0,5.0,4110.0,17.0,12.0,20.0,2.0,1.0,3000.0,1,2016
59.0,8.0,20.0,1.0,6050.0,18.0,1.0,40.0,1.0,1.0,68000.0,1,2016
60.0,1.0,20.0,1.0,3255.0,47.0,0.0,40.0,2.0,1.0,55000.0,1,2016
60.0,1.0,19.0,1.0,8100.0,17.0,1.0,45.0,1.0,1.0,49000.0,1,2016
26.0,1.0,21.0,5.0,5810.0,17.0,2.0,40.0,1.0,1.0,2900.0,1,2016
75.0,7.0,23.0,1.0,850.0,17.0,1.0,8.0,1.0,1.0,256000.0,1,2016
53.0,6.0,21.0,1.0,5510.0,17.0,0.0,40.0,1.0,1.0,30000.0,1,2016
50.0,1.0,20.0,1.0,4720.0,17.0,1.0,25.0,2.0,1.0,15000.0,1,2016
20.0,1.0,19.0,5.0,4720.0,17.0,2.0,12.0,1.0,1.0,7000.0,1,2016
69.0,6.0,22.0,1.0,4710.0,6.0,0.0,40.0,1.0,1.0,121200.0,1,2016
67.0,6.0,19.0,1.0,940.0,17.0,1.0,15.0,2.0,1.0,18600.0,1,2016
37.0,2.0,22.0,1.0,1020.0,210.0,0.0,40.0,1.0,6.0,125000.0,6,2016
33.0,1.0,22.0,1.0,1020.0,210.0,1.0,40.0,2.0,6.0,55000.0,6,2016
36.0,1.0,18.0,3.0,7840.0,17.0,0.0,35.0,2.0,1.0,20000.0,1,2016
74.0,6.0,20.0,2.0,205.0,17.0,0.0,50.0,1.0,1.0,84400.0,1,2016
61.0,3.0,22.0,1.0,230.0,17.0,0.0,40.0,1.0,1.0,69000.0,1,2016
27.0,1.0,20.0,5.0,4110.0,17.0,0.0,28.0,2.0,1.0,20000.0,1,2016
28.0,1.0,16.0,5.0,5240.0,104.0,2.0,35.0,2.0,1.0,25000.0,1,2016
21.0,1.0,20.0,5.0,5860.0,29.0,17.0,40.0,2.0,1.0,20000.0,1,2016
60.0,1.0,19.0,5.0,860.0,17.0,0.0,50.0,1.0,1.0,108400.0,1,2016
50.0,2.0,15.0,5.0,3600.0,29.0,0.0,20.0,2.0,2.0,550.0,2,2016
54.0,7.0,22.0,1.0,800.0,17.0,0.0,60.0,1.0,1.0,5020.0,1,2016
55.0,1.0,18.0,1.0,850.0,17.0,1.0,40.0,2.0,1.0,65200.0,1,2016
35.0,2.0,22.0,5.0,136.0,17.0,0.0,40.0,2.0,2.0,12000.0,2,2016
47.0,1.0,16.0,3.0,430.0,17.0,0.0,45.0,1.0,1.0,24000.0,1,2016
69.0,2.0,22.0,1.0,2010.0,17.0,0.0,16.0,2.0,1.0,73510.0,1,2016
76.0,1.0,19.0,1.0,4250.0,17.0,1.0,20.0,1.0,1.0,56550.0,1,2016
57.0,5.0,24.0,1.0,5000.0,42.0,0.0,40.0,1.0,1.0,120000.0,1,2016
55.0,6.0,23.0,1.0,3010.0,17.0,1.0,30.0,2.0,1.0,100000.0,1,2016
60.0,2.0,21.0,3.0,4220.0,18.0,0.0,39.0,1.0,1.0,4900.0,1,2016
18.0,1.0,14.0,5.0,4430.0,17.0,2.0,15.0,1.0,9.0,2500.0,9,2016
51.0,1.0,21.0,3.0,120.0,332.0,13.0,40.0,2.0,2.0,37000.0,2,2016
66.0,6.0,20.0,1.0,205.0,17.0,0.0,50.0,1.0,1.0,64000.0,1,2016
66.0,6.0,20.0,1.0,5260.0,17.0,1.0,20.0,2.0,1.0,14000.0,1,2016
32.0,1.0,16.0,1.0,3930.0,17.0,0.0,30.0,1.0,1.0,20000.0,1,2016
28.0,1.0,21.0,1.0,2630.0,19.0,1.0,40.0,2.0,1.0,33000.0,1,2016
40.0,2.0,21.0,1.0,3255.0,233.0,0.0,36.0,2.0,6.0,50000.0,6,2016
41.0,1.0,21.0,1.0,4530.0,233.0,1.0,48.0,1.0,6.0,20000.0,6,2016
47.0,1.0,21.0,1.0,1360.0,17.0,0.0,80.0,1.0,6.0,282200.0,6,2016
