AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
45.0,3.0,21.0,1.0,2310.0,17.0,0.0,15.0,2.0,1.0,750.0,1,2015
47.0,1.0,21.0,1.0,7410.0,17.0,1.0,50.0,1.0,1.0,180400.0,1,2015
62.0,1.0,18.0,1.0,5700.0,17.0,0.0,55.0,2.0,1.0,35000.0,1,2015
65.0,1.0,16.0,1.0,9600.0,17.0,1.0,40.0,1.0,1.0,55000.0,1,2015
28.0,6.0,21.0,5.0,4800.0,18.0,0.0,45.0,1.0,1.0,15000.0,1,2015
40.0,1.0,16.0,3.0,4250.0,17.0,0.0,32.0,1.0,1.0,10100.0,1,2015
41.0,1.0,19.0,5.0,9130.0,17.0,0.0,42.0,1.0,1.0,20100.0,1,2015
70.0,1.0,19.0,1.0,940.0,17.0,1.0,20.0,2.0,1.0,17200.0,1,2015
45.0,1.0,16.0,1.0,7330.0,17.0,0.0,40.0,1.0,1.0,38000.0,1,2015
41.0,1.0,12.0,2.0,6260.0,303.0,16.0,60.0,1.0,1.0,31200.0,1,2015
86.0,1.0,20.0,2.0,3255.0,17.0,0.0,12.0,2.0,1.0,45200.0,1,2015
64.0,1.0,18.0,1.0,5700.0,17.0,1.0,40.0,2.0,1.0,30000.0,1,2015
29.0,1.0,21.0,5.0,3255.0,6.0,0.0,40.0,1.0,1.0,52000.0,1,2015
19.0,1.0,19.0,5.0,4720.0,6.0,5.0,18.0,1.0,1.0,7500.0,1,2015
68.0,7.0,23.0,2.0,3010.0,210.0,0.0,30.0,2.0,6.0,85800.0,6,2015
39.0,7.0,22.0,1.0,4920.0,31.0,0.0,40.0,1.0,1.0,75000.0,1,2015
38.0,7.0,24.0,1.0,3060.0,17.0,1.0,50.0,2.0,1.0,505000.0,1,2015
24.0,1.0,1.0,5.0,4600.0,116.0,15.0,45.0,2.0,1.0,10000.0,1,2015
38.0,1.0,19.0,1.0,4810.0,17.0,0.0,45.0,1.0,1.0,65000.0,1,2015
38.0,6.0,20.0,1.0,3630.0,17.0,1.0,25.0,2.0,1.0,14700.0,1,2015
35.0,1.0,16.0,1.0,6200.0,128.0,1.0,45.0,1.0,1.0,35000.0,1,2015
18.0,1.0,15.0,5.0,9600.0,17.0,7.0,20.0,1.0,1.0,5000.0,1,2015
59.0,1.0,16.0,3.0,9130.0,17.0,0.0,45.0,1.0,1.0,32000.0,1,2015
49.0,6.0,18.0,1.0,4760.0,6.0,0.0,50.0,2.0,1.0,128000.0,1,2015
17.0,1.0,18.0,1.0,4510.0,53.0,10.0,36.0,2.0,1.0,55000.0,1,2015
49.0,3.0,18.0,3.0,530.0,39.0,0.0,40.0,1.0,2.0,79000.0,2,2015
49.0,4.0,22.0,5.0,2310.0,17.0,0.0,65.0,1.0,1.0,48000.0,1,2015
51.0,3.0,19.0,1.0,2430.0,17.0,0.0,30.0,2.0,1.0,18200.0,1,2015
55.0,2.0,20.0,1.0,2000.0,17.0,1.0,45.0,1.0,1.0,65000.0,1,2015
22.0,1.0,19.0,5.0,5840.0,18.0,2.0,40.0,2.0,1.0,18000.0,1,2015
17.0,2.0,14.0,5.0,4720.0,17.0,2.0,10.0,2.0,1.0,2000.0,1,2015
27.0,1.0,19.0,3.0,5620.0,17.0,0.0,40.0,1.0,1.0,25001.0,1,2015
30.0,1.0,18.0,3.0,8720.0,17.0,13.0,40.0,2.0,1.0,35000.0,1,2015
48.0,1.0,20.0,1.0,4700.0,17.0,0.0,50.0,1.0,1.0,50100.0,1,2015
40.0,6.0,16.0,5.0,5860.0,128.0,0.0,40.0,1.0,1.0,1000.0,1,2015
33.0,1.0,18.0,5.0,4020.0,17.0,0.0,35.0,1.0,1.0,16000.0,1,2015
38.0,1.0,21.0,5.0,2720.0,25.0,0.0,70.0,1.0,1.0,106400.0,1,2015
46.0,1.0,21.0,1.0,1410.0,17.0,0.0,40.0,2.0,1.0,70000.0,1,2015
47.0,1.0,16.0,1.0,9130.0,17.0,1.0,55.0,1.0,1.0,80000.0,1,2015
23.0,3.0,21.0,5.0,2310.0,17.0,0.0,35.0,2.0,1.0,41000.0,1,2015
