AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
18.0,3.0,18.0,5.0,4720.0,17.0,38.0,16.0,2.0,1.0,800.0,1,2019
22.0,5.0,16.0,5.0,9300.0,6.0,38.0,65.0,1.0,1.0,35000.0,1,2019
53.0,1.0,16.0,5.0,4020.0,303.0,38.0,40.0,1.0,1.0,31200.0,1,2019
18.0,4.0,18.0,5.0,5400.0,17.0,38.0,12.0,1.0,1.0,11000.0,1,2019
18.0,1.0,18.0,5.0,4130.0,17.0,38.0,40.0,1.0,6.0,2000.0,6,2019
58.0,2.0,22.0,5.0,2040.0,303.0,38.0,40.0,1.0,1.0,5000.0,1,2019
19.0,1.0,13.0,5.0,9130.0,13.0,37.0,40.0,1.0,2.0,6200.0,2,2019
40.0,1.0,16.0,3.0,6305.0,17.0,37.0,40.0,1.0,1.0,1800.0,1,2019
20.0,1.0,16.0,5.0,9130.0,18.0,38.0,15.0,1.0,1.0,4000.0,1,2019
20.0,2.0,19.0,5.0,2350.0,17.0,38.0,28.0,2.0,1.0,3200.0,1,2019
47.0,3.0,22.0,1.0,2205.0,55.0,38.0,20.0,1.0,1.0,32100.0,1,2019
37.0,1.0,20.0,3.0,4220.0,17.0,37.0,40.0,1.0,1.0,10000.0,1,2019
21.0,1.0,19.0,5.0,9645.0,17.0,38.0,32.0,2.0,2.0,12600.0,2,2019
26.0,4.0,22.0,5.0,2545.0,13.0,38.0,60.0,1.0,1.0,30100.0,1,2019
18.0,2.0,18.0,5.0,4251.0,27.0,38.0,3.0,1.0,1.0,1900.0,1,2019
37.0,1.0,20.0,3.0,4220.0,17.0,37.0,40.0,1.0,1.0,10000.0,1,2019
24.0,1.0,15.0,5.0,8140.0,17.0,37.0,50.0,1.0,1.0,5500.0,1,2019
77.0,2.0,22.0,5.0,2040.0,233.0,38.0,40.0,2.0,9.0,61900.0,9,2019
58.0,2.0,22.0,5.0,2040.0,303.0,38.0,40.0,1.0,1.0,5000.0,1,2019
17.0,1.0,17.0,5.0,4130.0,17.0,37.0,7.0,1.0,2.0,420.0,2,2019
18.0,2.0,18.0,5.0,7260.0,17.0,38.0,5.0,2.0,1.0,300.0,1,2019
17.0,1.0,18.0,5.0,4720.0,29.0,38.0,60.0,2.0,1.0,6000.0,1,2019
19.0,1.0,19.0,5.0,5400.0,6.0,38.0,36.0,2.0,1.0,3000.0,1,2019
40.0,2.0,22.0,5.0,630.0,55.0,38.0,35.0,1.0,1.0,32000.0,1,2019
20.0,1.0,19.0,5.0,4010.0,42.0,38.0,20.0,1.0,1.0,5000.0,1,2019
20.0,3.0,19.0,5.0,4621.0,17.0,38.0,35.0,2.0,1.0,3000.0,1,2019
20.0,1.0,19.0,5.0,9620.0,17.0,38.0,30.0,1.0,1.0,5000.0,1,2019
22.0,1.0,21.0,5.0,2722.0,120.0,38.0,10.0,2.0,1.0,520.0,1,2019
26.0,4.0,22.0,5.0,2545.0,13.0,38.0,60.0,1.0,1.0,30100.0,1,2019
62.0,2.0,22.0,5.0,2040.0,8.0,38.0,40.0,1.0,1.0,30000.0,1,2019
19.0,2.0,16.0,5.0,2545.0,17.0,38.0,3.0,1.0,1.0,400.0,1,2019
20.0,2.0,19.0,5.0,5740.0,17.0,38.0,13.0,2.0,1.0,3500.0,1,2019
52.0,3.0,17.0,5.0,4220.0,17.0,37.0,30.0,1.0,1.0,4000.0,1,2019
20.0,1.0,19.0,5.0,2830.0,301.0,38.0,5.0,2.0,1.0,1300.0,1,2019
19.0,2.0,19.0,5.0,2006.0,29.0,38.0,40.0,2.0,1.0,1100.0,1,2019
55.0,2.0,22.0,5.0,2040.0,19.0,38.0,55.0,1.0,1.0,34000.0,1,2019
19.0,5.0,16.0,5.0,9825.0,36.0,38.0,99.0,1.0,1.0,16500.0,1,2019
22.0,2.0,19.0,5.0,5850.0,17.0,38.0,7.0,1.0,1.0,2400.0,1,2019
20.0,1.0,17.0,5.0,4720.0,18.0,38.0,30.0,2.0,1.0,25000.0,1,2019
40.0,1.0,21.0,3.0,6330.0,32.0,38.0,40.0,1.0,1.0,22000.0,1,2019
21.0,1.0,19.0,5.0,5610.0,17.0,38.0,20.0,1.0,1.0,6000.0,1,2019
